delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0004440,S011,C0098,2024-03-07,2024-04-15,2024-04-15,2025,2025,On-Time
D0004594,S005,C0102,2024-03-07,2024-04-12,2024-04-12,4398,4398,On-Time
D0007946,S018,C0195,2024-03-07,2024-04-06,2024-04-06,13157,13157,On-Time
D0007236,S016,C0168,2024-03-07,2024-04-09,2024-04-09,21990,20818,Partial
D0003449,S016,C0076,2024-03-07,2024-04-19,2024-04-21,8819,8819,Delayed
D0000091,S008,C0006,2024-03-07,2024-04-22,2024-04-23,40,40,Delayed
D0009279,S009,C0228,2024-03-07,2024-04-25,2024-04-26,534,534,Delayed
D0009253,S020,C0227,2024-03-07,2024-04-13,2024-04-13,351,333,Partial
D0003946,S008,C0086,2024-03-07,2024-03-28,2024-03-30,13192,13192,Delayed
D0009020,S005,C0220,2024-03-07,2024-04-08,2024-04-08,9587,9587,On-Time
D0009363,S010,C0231,2024-03-07,2024-04-14,2024-04-14,510,510,On-Time
D0007571,S016,C0174,2024-03-07,2024-04-16,2024-04-16,33574,33574,On-Time
D0004291,S019,C0094,2024-03-08,2024-04-10,2024-04-10,5297,5297,On-Time
D0007466,S013,C0172,2024-03-08,2024-04-12,2024-04-13,8610,8610,Delayed
D0000651,S010,C0022,2024-03-08,2024-04-13,2024-04-13,5563,5563,On-Time
D0000397,S008,C0017,2024-03-08,2024-04-07,2024-04-08,5744,5744,Delayed
D0004128,S020,C0090,2024-03-08,2024-03-30,2024-03-30,6275,6275,On-Time
D0001963,S013,C0048,2024-03-08,2024-04-29,2024-04-29,12211,12211,On-Time
D0002832,S005,C0064,2024-03-08,2024-04-05,2024-04-06,12968,12968,Delayed
D0009542,S009,C0237,2024-03-08,2024-04-22,2024-04-22,704,704,On-Time
D0009627,S002,C0240,2024-03-08,2024-05-07,2024-05-08,233,233,Delayed
D0008293,S012,C0203,2024-03-08,2024-04-01,2024-04-04,28619,28619,Delayed
D0005606,S002,C0131,2024-03-08,2024-04-11,2024-04-11,2425,2425,On-Time
D0008253,S009,C0202,2024-03-08,2024-04-06,2024-04-08,13226,13226,Delayed
D0003310,S004,C0073,2024-03-08,2024-04-13,2024-04-13,4590,4590,On-Time
D0004554,S012,C0101,2024-03-08,2024-04-30,2024-04-30,2146,2146,On-Time
D0006265,S016,C0150,2024-03-08,2024-04-20,2024-04-20,25595,25595,On-Time
D0004749,S017,C0106,2024-03-08,2024-04-18,2024-04-18,4717,4717,On-Time
D0008374,S013,C0205,2024-03-08,2024-04-10,2024-04-10,11774,11774,On-Time
D0006422,S010,C0153,2024-03-08,2024-04-05,2024-04-05,29238,29238,On-Time
D0000900,S015,C0027,2024-03-08,2024-04-30,2024-04-30,8000,8000,On-Time
D0008041,S001,C0197,2024-03-08,2024-04-02,2024-04-03,14471,12439,Delayed
D0003903,S014,C0085,2024-03-08,2024-04-03,2024-04-17,9066,9066,Delayed
D0005403,S017,C0125,2024-03-08,2024-04-15,2024-04-15,2867,2867,On-Time
D0006195,S015,C0148,2024-03-08,2024-04-09,2024-04-10,4142,4142,Delayed
D0006163,S011,C0147,2024-03-08,2024-05-31,2024-05-31,1433,1433,On-Time
D0003206,S003,C0071,2024-03-08,2024-04-11,2024-04-12,13542,13542,Delayed
D0007863,S018,C0193,2024-03-08,2024-03-27,2024-03-27,11956,11956,On-Time
D0004900,S008,C0110,2024-03-08,2024-04-14,2024-04-16,7358,7358,Delayed
D0003505,S017,C0077,2024-03-08,2024-04-09,2024-04-09,22554,22554,On-Time
D0003010,S007,C0067,2024-03-08,2024-03-31,2024-03-31,16545,16545,On-Time
D0004628,S011,C0103,2024-03-08,2024-04-17,,3290,2726,Unknown
D0000061,S002,C0004,2024-03-11,2024-06-04,2024-06-04,66,66,On-Time
D0001139,S008,C0032,2024-03-11,2024-04-08,2024-04-08,7346,7346,On-Time
D0007520,S011,C0173,2024-03-11,2024-04-12,2024-04-13,17658,17658,Delayed
D0007294,S016,C0169,2024-03-11,2024-04-08,2024-04-09,24666,24666,Delayed
D0000948,S015,C0028,2024-03-11,2024-05-05,2024-05-05,1812,1812,On-Time
D0007016,S004,C0164,2024-03-11,2024-04-23,2024-04-23,7416,7416,On-Time
D0000901,S015,C0027,2024-03-11,2024-05-01,2024-05-02,2187,2187,Delayed
D0006055,S008,C0144,2024-03-11,2024-04-29,2024-04-29,3774,3774,On-Time
D0004367,S019,C0096,2024-03-11,2024-04-15,2024-04-15,4744,4744,On-Time
D0002563,S004,C0059,2024-03-11,2024-04-21,2024-04-22,21774,21774,Delayed
D0004255,S004,C0093,2024-03-11,2024-04-19,2024-04-19,1464,1464,On-Time
D0004555,S005,C0101,2024-03-11,2024-05-03,2024-05-03,1452,1452,On-Time
D0005404,S010,C0125,2024-03-11,2024-04-16,2024-04-16,10737,10737,On-Time
D0009453,S018,C0234,2024-03-11,2024-04-27,2024-04-27,223,223,On-Time
D0005572,S005,C0130,2024-03-11,2024-04-28,2024-04-28,3086,3086,On-Time
D0005767,S019,C0136,2024-03-11,2024-04-25,2024-04-25,5216,5216,On-Time
D0005303,S006,C0122,2024-03-11,2024-05-09,2024-05-09,1420,1420,On-Time
D0001043,S013,C0030,2024-03-11,2024-04-18,2024-04-18,6858,6858,On-Time
D0006478,S013,C0154,2024-03-11,2024-05-03,2024-05-04,13186,13186,Delayed
D0003751,S014,C0082,2024-03-11,2024-04-29,2024-04-29,6444,6444,On-Time
D0002777,S019,C0063,2024-03-11,2024-04-09,2024-04-09,12277,12277,On-Time
D0007903,S007,C0194,2024-03-11,2024-04-12,2024-04-12,12244,12244,On-Time
D0002895,S004,C0065,2024-03-11,2024-04-23,2024-04-23,26387,26387,On-Time
D0005950,S010,C0141,2024-03-11,2024-04-22,2024-04-22,2449,2265,Partial
D0008629,S015,C0211,2024-03-11,2024-04-06,2024-04-06,25016,25016,On-Time
D0000994,S015,C0029,2024-03-12,2024-04-21,2024-04-22,4757,4757,Delayed
D0006365,S016,C0152,2024-03-12,2024-04-03,2024-04-04,27965,27965,Delayed
D0006423,S014,C0153,2024-03-12,2024-04-11,2024-04-12,13639,13639,Delayed
D0006229,S004,C0149,2024-03-12,2024-04-16,2024-04-17,4729,4729,Delayed
D0001697,S016,C0043,2024-03-12,2024-04-23,2024-04-23,4969,4969,On-Time
D0005270,S005,C0121,2024-03-12,2024-05-23,2024-05-23,1289,1289,On-Time
D0007068,S002,C0165,2024-03-12,2024-04-23,2024-04-23,11459,11459,On-Time
D0006637,S013,C0157,2024-03-12,2024-04-10,2024-04-10,12824,12824,On-Time
D0008805,S012,C0215,2024-03-12,2024-03-30,2024-03-31,22801,22801,Delayed
D0004080,S009,C0089,2024-03-12,2024-04-11,,8636,8636,Unknown
D0005507,S018,C0128,2024-03-12,2024-04-22,2024-04-22,5949,5949,On-Time
D0009094,S018,C0222,2024-03-12,2024-04-05,2024-04-05,27328,27328,On-Time
D0009564,S002,C0238,2024-03-12,2024-04-24,2024-04-24,52,52,On-Time
D0006900,S003,C0162,2024-03-12,2024-04-13,2024-04-13,17688,17688,On-Time
D0008715,S014,C0213,2024-03-12,2024-04-01,2024-04-01,13063,13063,On-Time
D0005639,S002,C0132,2024-03-12,2024-05-04,2024-05-04,2733,2733,On-Time
D0003167,S009,C0070,2024-03-12,2024-04-23,2024-04-24,13985,13985,Delayed
D0005202,S016,C0119,2024-03-12,2024-05-10,2024-05-10,3125,3125,On-Time
D0004821,S011,C0108,2024-03-12,2024-04-23,2024-04-23,4209,4209,On-Time
D0008937,S015,C0218,2024-03-12,2024-03-27,2024-03-27,34387,30889,Partial
D0006739,S009,C0159,2024-03-12,2024-04-17,2024-04-20,42436,42436,Delayed
D0008375,S011,C0205,2024-03-12,2024-04-09,2024-04-09,17234,17234,On-Time
D0000073,S017,C0005,2024-03-12,2024-04-23,2024-04-23,54,54,On-Time
D0002617,S007,C0060,2024-03-12,2024-04-05,2024-04-05,8838,8838,On-Time
D0002123,S012,C0051,2024-03-12,2024-04-04,,5318,5318,Unknown
D0005436,S016,C0126,2024-03-13,2024-04-30,2024-04-30,2337,2337,On-Time
D0001801,S010,C0045,2024-03-13,2024-04-12,2024-04-12,8736,8736,On-Time
D0004441,S015,C0098,2024-03-13,2024-04-20,2024-04-20,1589,1589,On-Time
D0003849,S015,C0084,2024-03-13,2024-04-30,2024-04-30,7728,7728,On-Time
D0008547,S008,C0209,2024-03-13,2024-04-02,2024-04-02,9672,9672,On-Time
D0007572,S018,C0174,2024-03-13,2024-04-22,2024-04-22,12147,12147,On-Time
D0004513,S007,C0100,2024-03-13,2024-04-27,2024-04-27,1347,1347,On-Time
D0001640,S019,C0042,2024-03-13,2024-04-11,2024-04-11,2679,2679,On-Time
D0005338,S009,C0123,2024-03-13,2024-04-13,2024-04-14,1257,1257,Delayed
D0006312,S011,C0151,2024-03-13,2024-04-21,2024-04-22,35839,35839,Delayed
D0008762,S002,C0214,2024-03-13,2024-04-10,2024-04-10,5919,5919,On-Time
D0008254,S004,C0202,2024-03-13,2024-04-11,2024-04-11,9768,9768,On-Time
D0009478,S004,C0235,2024-03-13,2024-04-26,2024-04-26,254,254,On-Time
D0004595,S004,C0102,2024-03-13,2024-04-17,2024-04-17,6848,5618,Partial
D0004629,S015,C0103,2024-03-13,2024-04-20,2024-04-21,1437,1408,Delayed
D0006196,S007,C0148,2024-03-13,2024-04-16,2024-04-16,1821,1821,On-Time
D0008085,S015,C0198,2024-03-13,2024-04-01,2024-04-01,14575,14575,On-Time
D0001592,S003,C0041,2024-03-13,2024-04-23,2024-04-23,1624,1624,On-Time
D0002014,S016,C0049,2024-03-13,2024-04-07,2024-04-08,15136,15136,Delayed
D0008894,S004,C0217,2024-03-13,2024-04-20,2024-04-21,21487,21487,Delayed
D0005105,S013,C0116,2024-03-13,2024-04-22,2024-04-22,2310,2310,On-Time
D0000803,S015,C0025,2024-03-13,2024-04-22,2024-04-22,4510,4510,On-Time
D0003311,S007,C0073,2024-03-13,2024-04-15,2024-04-15,18338,18338,On-Time
D0005917,S013,C0140,2024-03-13,2024-04-25,2024-04-25,1446,1446,On-Time
D0004129,S006,C0090,2024-03-13,2024-04-05,2024-04-05,4068,4068,On-Time
D0005841,S020,C0138,2024-03-13,2024-04-23,2024-04-23,1253,1253,On-Time
D0001750,S005,C0044,2024-03-14,2024-04-15,2024-04-15,27889,20917,Partial
D0000398,S002,C0017,2024-03-14,2024-04-13,2024-04-14,2737,2737,Delayed
D0006960,S009,C0163,2024-03-14,2024-04-15,2024-04-16,25213,25213,Delayed
D0003358,S014,C0074,2024-03-14,2024-04-28,2024-04-29,3771,3230,Delayed
D0007782,S002,C0188,2024-03-14,2024-06-05,2024-06-05,91,91,On-Time
D0009512,S007,C0236,2024-03-14,2024-04-05,2024-04-05,308,308,On-Time
D0000286,S019,C0015,2024-03-14,2024-04-19,2024-04-19,9155,9155,On-Time
D0007351,S019,C0170,2024-03-14,2024-04-07,2024-04-07,29520,29520,On-Time
D0008042,S004,C0197,2024-03-14,2024-04-08,2024-04-17,44703,44703,Delayed
D0002343,S005,C0055,2024-03-14,2024-04-19,2024-04-19,5943,5943,On-Time
D0005672,S020,C0133,2024-03-14,2024-04-08,2024-04-08,1165,1165,On-Time
D0001289,S010,C0035,2024-03-14,2024-04-23,2024-04-23,4404,4404,On-Time
D0004481,S011,C0099,2024-03-14,2024-05-19,2024-05-19,1719,1719,On-Time
D0008172,S006,C0200,2024-03-14,2024-04-02,2024-04-02,14061,12846,Partial
D0009254,S010,C0227,2024-03-14,2024-04-24,2024-04-24,359,359,On-Time
D0007843,S012,C0192,2024-03-14,2024-05-03,2024-05-05,44,44,Delayed
D0002725,S002,C0062,2024-03-14,2024-04-05,2024-04-06,21028,21028,Delayed
D0000552,S008,C0020,2024-03-14,2024-05-05,2024-05-05,3430,3430,On-Time
D0009393,S018,C0232,2024-03-14,2024-04-20,2024-04-26,273,273,Delayed
D0006586,S011,C0156,2024-03-14,2024-04-06,2024-04-06,17756,17756,On-Time
D0007237,S016,C0168,2024-03-14,2024-04-16,2024-04-17,11248,11248,Delayed
D0004174,S014,C0091,2024-03-14,2024-04-03,2024-04-04,9175,9175,Delayed
D0009306,S017,C0229,2024-03-14,2024-04-19,2024-04-19,146,146,On-Time
D0006845,S009,C0161,2024-03-14,2024-04-07,2024-04-08,19699,19699,Delayed
D0003650,S007,C0080,2024-03-15,2024-04-27,2024-04-27,9010,9010,On-Time
D0001964,S019,C0048,2024-03-15,2024-05-06,2024-05-06,35143,35143,On-Time
D0000598,S006,C0021,2024-03-15,2024-04-25,2024-04-25,4322,4322,On-Time
D0000092,S009,C0006,2024-03-15,2024-05-03,2024-05-04,33,33,Delayed
D0000346,S020,C0016,2024-03-15,2024-04-18,2024-04-18,5076,5076,On-Time
D0001435,S011,C0038,2024-03-15,2024-04-18,2024-04-18,2501,2501,On-Time
D0009191,S012,C0225,2024-03-15,2024-04-14,2024-04-15,264,264,Delayed
D0000502,S003,C0019,2024-03-15,2024-04-28,2024-04-28,9961,9961,On-Time
D0008671,S012,C0212,2024-03-15,2024-03-28,2024-03-28,33193,33193,On-Time
D0001916,S018,C0047,2024-03-15,2024-04-22,2024-04-22,6226,6226,On-Time
D0007467,S005,C0172,2024-03-15,2024-04-18,2024-04-21,15496,15496,Delayed
D0001382,S005,C0037,2024-03-15,2024-05-05,2024-05-06,6804,6804,Delayed
D0008338,S016,C0204,2024-03-15,2024-04-06,2024-04-06,3811,3811,On-Time
D0003011,S016,C0067,2024-03-15,2024-04-09,2024-04-10,33745,33745,Delayed
D0000118,S014,C0007,2024-03-15,2024-04-21,2024-04-22,53,53,Delayed
D0002451,S001,C0057,2024-03-15,2024-04-24,2024-04-24,12748,12748,On-Time
D0006164,S017,C0147,2024-03-15,2024-06-10,2024-06-10,1413,1413,On-Time
D0001096,S015,C0031,2024-03-15,2024-04-28,2024-04-28,3091,3091,On-Time
D0008588,S017,C0210,2024-03-15,2024-04-11,2024-04-11,10813,9498,Partial
D0002068,S018,C0050,2024-03-15,2024-04-04,2024-04-04,11152,11152,On-Time
D0003990,S020,C0087,2024-03-15,2024-04-23,2024-04-23,16730,16730,On-Time
D0009166,S015,C0224,2024-03-15,2024-04-12,2024-04-12,193,193,On-Time
D0006128,S001,C0146,2024-03-15,2024-05-12,2024-05-12,2111,2111,On-Time
D0000186,S020,C0011,2024-03-15,2024-04-20,,73,73,Unknown
D0003207,S016,C0071,2024-03-15,2024-04-20,2024-04-21,7996,7996,Delayed
D0005241,S006,C0120,2024-03-15,2024-05-19,2024-05-19,2153,2153,On-Time
D0001533,S007,C0040,2024-03-15,2024-05-05,2024-05-05,6249,6249,On-Time
D0002178,S003,C0052,2024-03-15,2024-04-14,2024-04-14,7652,7652,On-Time
D0003603,S018,C0079,2024-03-15,2024-04-22,2024-04-23,7022,7022,Delayed
D0003904,S002,C0085,2024-03-15,2024-04-11,2024-04-11,5644,5644,On-Time
D0007175,S002,C0167,2024-03-15,2024-04-16,2024-04-16,22984,22984,On-Time
D0008376,S007,C0205,2024-03-18,2024-04-17,2024-04-17,16556,16556,On-Time
D0004822,S017,C0108,2024-03-18,2024-04-28,2024-04-28,1773,1773,On-Time
D0002778,S011,C0063,2024-03-18,2024-04-14,2024-04-14,6742,6742,On-Time
D0000599,S002,C0021,2024-03-18,2024-04-29,2024-04-29,6324,6324,On-Time
D0001097,S010,C0031,2024-03-18,2024-04-29,2024-04-29,3826,3826,On-Time
D0004929,S011,C0111,2024-03-18,2024-04-28,2024-04-29,3953,3953,Delayed
D0004219,S003,C0092,2024-03-18,2024-04-30,2024-04-30,2826,2826,On-Time
D0009600,S006,C0239,2024-03-18,2024-04-10,2024-04-10,712,712,On-Time
D0001965,S003,C0048,2024-03-18,2024-05-12,2024-05-13,19175,14381,Delayed
D0005732,S002,C0135,2024-03-18,2024-05-03,2024-05-03,2513,2513,On-Time
D0000062,S012,C0004,2024-03-18,2024-05-27,2024-05-28,110,110,Delayed
D0000853,S009,C0026,2024-03-18,2024-05-08,2024-05-10,3824,3824,Delayed
D0001187,S017,C0033,2024-03-18,2024-04-25,2024-04-25,4451,4451,On-Time
D0004034,S010,C0088,2024-03-18,2024-04-04,2024-04-05,3273,3273,Delayed
D0006685,S003,C0158,2024-03-18,2024-04-19,2024-04-19,22584,22584,On-Time
D0005304,S004,C0122,2024-03-18,2024-05-19,,1900,1900,Unknown
D0004130,S018,C0090,2024-03-18,2024-04-10,2024-04-11,13610,13610,Delayed
D0008548,S020,C0209,2024-03-18,2024-04-07,2024-04-07,8953,8953,On-Time
D0002665,S018,C0061,2024-03-18,2024-04-29,2024-04-30,20962,20962,Delayed
D0003506,S005,C0077,2024-03-18,2024-04-22,2024-04-22,5128,5128,On-Time
D0002124,S010,C0051,2024-03-18,2024-04-09,2024-04-09,13483,13483,On-Time
D0007947,S005,C0195,2024-03-18,2024-04-16,2024-04-17,14615,14615,Delayed
D0007685,S001,C0182,2024-03-18,2024-04-30,2024-04-30,115,115,On-Time
D0003752,S016,C0082,2024-03-18,2024-05-07,2024-05-07,3533,3533,On-Time
D0005374,S020,C0124,2024-03-19,2024-05-05,2024-05-05,5084,5084,On-Time
D0009628,S016,C0240,2024-03-19,2024-05-17,2024-05-18,357,268,Delayed
D0000187,S016,C0011,2024-03-19,2024-04-24,2024-05-10,45,45,Delayed
D0002452,S002,C0057,2024-03-19,2024-04-24,2024-04-24,23012,23012,On-Time
D0001436,S004,C0038,2024-03-19,2024-04-20,2024-04-20,5200,5200,On-Time
D0007573,S016,C0174,2024-03-19,2024-04-28,2024-04-28,22235,22235,On-Time
D0001593,S009,C0041,2024-03-19,2024-04-29,2024-05-01,3993,3993,Delayed
D0007468,S011,C0172,2024-03-19,2024-04-21,2024-04-22,21988,21988,Delayed
D0000804,S008,C0025,2024-03-19,2024-04-26,2024-04-27,9713,9713,Delayed
D0007295,S005,C0169,2024-03-19,2024-04-13,2024-04-13,17612,17612,On-Time
D0003208,S009,C0071,2024-03-19,2024-04-21,2024-04-21,13295,13295,On-Time
D0005768,S011,C0136,2024-03-19,2024-05-07,2024-05-07,3835,3835,On-Time
D0002179,S002,C0052,2024-03-19,2024-04-23,2024-04-23,6566,6566,On-Time
D0006479,S001,C0154,2024-03-19,2024-05-11,2024-05-11,22718,22718,On-Time
D0006961,S009,C0163,2024-03-19,2024-04-15,2024-04-18,42867,42867,Delayed
D0002285,S012,C0054,2024-03-19,2024-04-26,2024-04-27,5166,5166,Delayed
D0006313,S014,C0151,2024-03-19,2024-04-25,2024-04-25,28843,28843,On-Time
D0008589,S012,C0210,2024-03-20,2024-04-18,2024-04-19,19652,19652,Delayed
D0004331,S011,C0095,2024-03-20,2024-04-22,2024-04-22,1643,1643,On-Time
D0002896,S012,C0065,2024-03-20,2024-04-30,2024-05-01,11864,11864,Delayed
D0004292,S004,C0094,2024-03-20,2024-04-26,2024-04-27,3842,3842,Delayed
D0005918,S017,C0140,2024-03-20,2024-04-30,2024-04-30,1903,1903,On-Time
D0001490,S010,C0039,2024-03-20,2024-04-27,2024-04-27,3948,3948,On-Time
D0007405,S007,C0171,2024-03-20,2024-04-24,2024-04-24,16559,16559,On-Time
D0003651,S013,C0080,2024-03-20,2024-05-02,2024-05-02,3296,3296,On-Time
D0007700,S012,C0183,2024-03-20,2024-05-14,2024-05-15,117,117,Delayed
D0000093,S014,C0006,2024-03-20,2024-05-12,2024-05-14,65,65,Delayed
D0005951,S003,C0141,2024-03-20,2024-05-02,2024-05-02,1999,1999,On-Time
D0003069,S009,C0068,2024-03-20,2024-04-15,2024-04-15,10582,10582,On-Time
D0000652,S011,C0022,2024-03-20,2024-04-24,2024-04-25,4355,4355,Delayed
D0007632,S011,C0175,2024-03-20,2024-05-11,2024-05-12,2,2,Delayed
D0004081,S001,C0089,2024-03-20,2024-04-21,2024-04-22,6415,6415,Delayed
D0008630,S019,C0211,2024-03-20,2024-04-15,2024-04-15,22433,22433,On-Time
D0007238,S016,C0168,2024-03-20,2024-04-20,2024-04-20,16802,16802,On-Time
D0009280,S002,C0228,2024-03-20,2024-05-09,2024-05-09,243,243,On-Time
D0001290,S001,C0035,2024-03-20,2024-04-26,2024-04-27,2770,2770,Delayed
D0009167,S020,C0224,2024-03-20,2024-04-22,2024-04-22,127,127,On-Time
D0008043,S010,C0197,2024-03-20,2024-04-15,2024-04-15,28954,28954,On-Time
D0006366,S003,C0152,2024-03-20,2024-04-11,2024-04-11,24378,24378,On-Time
D0007995,S014,C0196,2024-03-20,2024-04-21,2024-04-23,14304,14304,Delayed
D0006638,S018,C0157,2024-03-20,2024-04-18,2024-04-18,9762,9762,On-Time
D0003701,S017,C0081,2024-03-20,2024-04-21,2024-04-21,7675,7675,On-Time
D0007069,S005,C0165,2024-03-20,2024-05-04,2024-05-04,34459,34459,On-Time
D0003012,S017,C0067,2024-03-20,2024-04-13,2024-04-13,3780,3780,On-Time
D0002833,S008,C0064,2024-03-20,2024-04-16,2024-04-16,11756,11756,On-Time
D0001751,S012,C0044,2024-03-20,2024-04-22,2024-04-22,10975,10975,On-Time
D0008806,S010,C0215,2024-03-20,2024-04-05,2024-04-05,12381,12381,On-Time
D0003947,S017,C0086,2024-03-20,2024-04-11,2024-04-16,5128,5128,Delayed
D0004671,S012,C0104,2024-03-20,2024-04-27,2024-04-27,1317,1317,On-Time
D0003803,S019,C0083,2024-03-20,2024-04-27,2024-04-27,11486,11486,On-Time
D0005140,S004,C0117,2024-03-21,2024-05-17,2024-05-18,6078,6078,Delayed
D0002618,S007,C0060,2024-03-21,2024-04-14,2024-04-14,24150,24150,On-Time
D0001240,S012,C0034,2024-03-21,2024-04-25,2024-04-25,3475,3475,On-Time
D0000754,S018,C0024,2024-03-21,2024-04-24,2024-04-24,4438,4438,On-Time
D0008672,S017,C0212,2024-03-21,2024-03-28,2024-03-28,9260,9260,On-Time
D0006533,S003,C0155,2024-03-21,2024-04-16,2024-04-16,51397,51397,On-Time
D0003450,S012,C0076,2024-03-21,2024-05-02,2024-05-02,14571,14571,On-Time
D0001044,S018,C0030,2024-03-21,2024-04-28,2024-04-28,4926,4926,On-Time
D0003359,S013,C0074,2024-03-21,2024-05-07,2024-05-07,9226,9226,On-Time
D0001802,S013,C0045,2024-03-21,2024-04-22,2024-04-23,11158,11158,Delayed
D0007864,S014,C0193,2024-03-21,2024-04-11,2024-04-11,18744,18744,On-Time
D0007797,S014,C0189,2024-03-21,2024-05-11,2024-05-11,122,122,On-Time
D0001858,S019,C0046,2024-03-21,2024-05-01,2024-05-01,9257,9257,On-Time
D0001335,S001,C0036,2024-03-21,2024-05-01,2024-05-02,2124,2124,Delayed
D0007176,S014,C0167,2024-03-21,2024-04-24,2024-04-24,16560,16560,On-Time
D0004442,S010,C0098,2024-03-21,2024-04-29,2024-04-29,6445,6445,On-Time
D0003124,S002,C0069,2024-03-21,2024-04-29,2024-04-29,3574,2974,Partial
D0009021,S018,C0220,2024-03-21,2024-04-19,2024-04-19,14833,14833,On-Time
D0009565,S013,C0238,2024-03-21,2024-05-03,2024-05-04,500,500,Delayed
D0000241,S015,C0014,2024-03-22,2024-04-23,2024-04-23,6404,6404,On-Time
D0007017,S014,C0164,2024-03-22,2024-05-04,2024-05-05,18792,18792,Delayed
D0006056,S014,C0144,2024-03-22,2024-05-12,2024-05-14,1780,1780,Delayed
D0008410,S009,C0206,2024-03-22,2024-04-22,2024-04-23,10307,10307,Delayed
D0005039,S006,C0114,2024-03-22,2024-05-21,2024-05-21,4277,4277,On-Time
D0001698,S002,C0043,2024-03-22,2024-05-02,2024-05-02,3483,3483,On-Time
D0001641,S012,C0042,2024-03-22,2024-04-20,2024-04-21,4050,3847,Delayed
D0006165,S005,C0147,2024-03-22,2024-06-15,2024-06-15,1803,1803,On-Time
D0008979,S017,C0219,2024-03-22,2024-04-26,2024-04-26,15034,15034,On-Time
D0001383,S008,C0037,2024-03-22,2024-05-13,2024-05-13,12209,12209,On-Time
D0006129,S007,C0146,2024-03-22,2024-05-22,2024-05-22,4446,4446,On-Time
D0000347,S013,C0016,2024-03-22,2024-04-25,2024-04-25,5075,5075,On-Time
D0003312,S018,C0073,2024-03-22,2024-04-24,2024-04-24,15846,15846,On-Time
D0003260,S011,C0072,2024-03-22,2024-05-12,2024-05-19,7619,7619,Delayed
D0000503,S016,C0019,2024-03-22,2024-05-05,2024-05-07,4951,4951,Delayed
D0006846,S011,C0161,2024-03-22,2024-04-14,2024-04-14,27686,27686,On-Time
D0002344,S009,C0055,2024-03-22,2024-04-26,2024-04-28,6622,6622,Delayed
D0003905,S004,C0085,2024-03-22,2024-04-20,,7621,7621,Unknown
D0005203,S016,C0119,2024-03-22,2024-05-15,2024-05-16,3301,3301,Delayed
D0006740,S020,C0159,2024-03-22,2024-04-27,2024-04-27,20428,20428,On-Time
D0004256,S019,C0093,2024-03-22,2024-05-02,2024-05-02,1515,1485,Partial
D0000949,S012,C0028,2024-03-22,2024-05-14,2024-05-16,2186,2186,Delayed
D0000287,S005,C0015,2024-03-22,2024-04-28,2024-04-28,3330,3330,On-Time
D0000705,S016,C0023,2024-03-22,2024-04-26,2024-04-26,2857,2857,On-Time
D0005005,S006,C0113,2024-03-22,2024-04-17,2024-04-17,3898,3898,On-Time
D0006093,S013,C0145,2024-03-22,2024-05-19,2024-05-19,3948,3948,On-Time
D0003991,S011,C0087,2024-03-22,2024-04-30,2024-05-01,3036,2453,Delayed
D0005474,S014,C0127,2024-03-22,2024-05-14,2024-05-17,3028,3028,Delayed
D0008173,S001,C0200,2024-03-25,2024-04-15,2024-04-15,14018,14018,On-Time
D0007239,S011,C0168,2024-03-25,2024-04-25,2024-04-25,29849,29849,On-Time
D0008339,S012,C0204,2024-03-25,2024-04-17,2024-04-17,8055,8055,On-Time
D0007521,S015,C0173,2024-03-25,2024-04-28,2024-04-28,10993,10993,On-Time
D0007406,S019,C0171,2024-03-25,2024-04-30,2024-05-01,19949,19949,Delayed
D0007177,S003,C0167,2024-03-25,2024-04-26,2024-04-28,14088,14088,Delayed
D0004175,S017,C0091,2024-03-25,2024-04-17,2024-04-17,7048,7048,On-Time
D0004332,S016,C0095,2024-03-25,2024-05-04,2024-05-04,2175,2175,On-Time
D0005040,S002,C0114,2024-03-25,2024-05-23,2024-05-23,2208,2208,On-Time
D0007844,S003,C0192,2024-03-25,2024-05-14,2024-05-15,72,72,Delayed
