month,component_id,actual_units,actual_issued
2024-05,C0172,130475,102505
2024-06,C0172,129067,100134
2024-07,C0172,139111,107651
2024-08,C0172,146926,111632
2024-09,C0172,129439,99375
2024-10,C0172,139586,109078
2024-11,C0172,130372,99250
2024-12,C0172,131121,102112
2025-01,C0172,135694,101846
2025-02,C0172,117434,90774
2025-03,C0172,124863,98828
2025-04,C0172,123985,96979
2025-05,C0172,142330,110696
2025-06,C0172,132906,104609
2025-07,C0172,134881,103490
2025-08,C0172,137086,105822
2025-09,C0172,140720,108680
2025-10,C0172,142431,109501
2025-11,C0172,39890,29233
2024-02,C0173,40653,38487
2024-03,C0173,139293,112610
2024-04,C0173,131038,103423
2024-05,C0173,148660,115553
2024-06,C0173,137985,103419
2024-07,C0173,135980,106607
2024-08,C0173,138320,105580
2024-09,C0173,134123,102771
2024-10,C0173,141068,106719
2024-11,C0173,140437,105219
2024-12,C0173,141887,108959
2025-01,C0173,141897,108405
2025-02,C0173,147876,113450
2025-03,C0173,142293,111217
2025-04,C0173,136655,105881
2025-05,C0173,140832,106426
2025-06,C0173,137212,104062
2025-07,C0173,152917,117725
2025-08,C0173,144788,110288
2025-09,C0173,147939,114520
2025-10,C0173,135749,105501
2025-11,C0173,41119,32089
2024-02,C0174,40311,37013
2024-03,C0174,123751,98520
2024-04,C0174,119875,90249
2024-05,C0174,135769,100546
2024-06,C0174,124853,96821
2024-07,C0174,130560,95298
2024-08,C0174,141243,109030
2024-09,C0174,117422,90145
2024-10,C0174,121870,95700
2024-11,C0174,124614,94858
2024-12,C0174,121819,95297
2025-01,C0174,119755,93475
2025-02,C0174,111781,86874
2025-03,C0174,126918,97573
2025-04,C0174,118679,92653
2025-05,C0174,125792,98962
2025-06,C0174,122912,93058
2025-07,C0174,125798,99574
2025-08,C0174,121585,94789
2025-09,C0174,136456,102973
2025-10,C0174,120649,95104
2025-11,C0174,36841,26377
2024-02,C0175,12,12
2024-03,C0175,64,37
2024-04,C0175,64,47
2024-05,C0175,63,31
2024-06,C0175,62,34
2024-07,C0175,61,31
2024-08,C0175,67,31
2024-09,C0175,65,39
2024-10,C0175,82,49
2024-11,C0175,67,31
2024-12,C0175,66,32
2025-01,C0175,75,39
2025-02,C0175,61,20
2025-03,C0175,76,39
2025-04,C0175,62,40
2025-05,C0175,50,19
2025-06,C0175,65,36
2025-07,C0175,70,32
2025-08,C0175,57,28
2025-09,C0175,41,20
2025-10,C0175,74,46
2025-11,C0175,17,9
2024-02,C0176,13,13
2024-03,C0176,59,35
2024-04,C0176,58,28
2024-05,C0176,54,27
2024-06,C0176,76,39
2024-07,C0176,52,21
2024-08,C0176,62,28
2024-09,C0176,64,29
2024-10,C0176,64,30
2024-11,C0176,65,27
2024-12,C0176,62,34
2025-01,C0176,73,42
2025-02,C0176,56,23
2025-03,C0176,70,36
2025-04,C0176,70,37
2025-05,C0176,56,32
2025-06,C0176,68,36
2025-07,C0176,59,32
2025-08,C0176,61,25
2025-09,C0176,70,36
2025-10,C0176,75,45
2025-11,C0176,20,10
2024-02,C0177,7,6
2024-03,C0177,62,31
2024-04,C0177,71,40
2024-05,C0177,67,31
2024-06,C0177,51,19
2024-07,C0177,68,35
2024-08,C0177,69,34
2024-09,C0177,56,24
2024-10,C0177,63,27
2024-11,C0177,67,30
2024-12,C0177,60,27
2025-01,C0177,61,24
2025-02,C0177,56,20
2025-03,C0177,62,27
2025-04,C0177,60,33
2025-05,C0177,52,29
2025-06,C0177,53,21
2025-07,C0177,41,20
2025-08,C0177,47,24
2025-09,C0177,44,22
2025-10,C0177,62,31
2025-11,C0177,14,6
2024-02,C0178,17,16
2024-03,C0178,41,19
2024-04,C0178,57,31
2024-05,C0178,59,29
2024-06,C0178,56,22
2024-07,C0178,66,36
2024-08,C0178,64,36
2024-09,C0178,52,22
2024-10,C0178,79,42
2024-11,C0178,67,40
2024-12,C0178,59,37
2025-01,C0178,50,22
2025-02,C0178,53,27
2025-03,C0178,63,26
2025-04,C0178,64,35
2025-05,C0178,55,25
2025-06,C0178,78,30
2025-07,C0178,72,34
2025-08,C0178,67,39
2025-09,C0178,59,31
2025-10,C0178,61,34
2025-11,C0178,24,9
2024-02,C0179,14,14
2024-03,C0179,49,25
2024-04,C0179,62,32
2024-05,C0179,71,32
2024-06,C0179,68,31
2024-07,C0179,58,23
2024-08,C0179,51,30
2024-09,C0179,52,26
2024-10,C0179,67,33
2024-11,C0179,56,23
2024-12,C0179,63,27
2025-01,C0179,76,37
2025-02,C0179,56,29
2025-03,C0179,70,38
2025-04,C0179,62,26
2025-05,C0179,54,22
2025-06,C0179,56,25
2025-07,C0179,59,30
2025-08,C0179,62,32
2025-09,C0179,60,22
2025-10,C0179,65,34
2025-11,C0179,15,6
2024-02,C0180,141,128
2024-03,C0180,520,432
2024-04,C0180,457,354
2024-05,C0180,464,355
2024-06,C0180,504,390
2024-07,C0180,521,402
2024-08,C0180,469,368
2024-09,C0180,516,404
2024-10,C0180,563,443
2024-11,C0180,561,429
2024-12,C0180,540,412
2025-01,C0180,512,400
2025-02,C0180,461,350
2025-03,C0180,485,382
2025-04,C0180,534,392
2025-05,C0180,488,386
2025-06,C0180,407,319
2025-07,C0180,529,415
2025-08,C0180,509,393
2025-09,C0180,479,384
2025-10,C0180,483,367
2025-11,C0180,170,132
2024-02,C0181,163,152
2024-03,C0181,427,370
2024-04,C0181,433,334
2024-05,C0181,498,388
2024-06,C0181,461,357
2024-07,C0181,458,357
2024-08,C0181,456,356
2024-09,C0181,511,385
2024-10,C0181,442,338
2024-11,C0181,484,375
2024-12,C0181,451,357
2025-01,C0181,433,339
2025-02,C0181,391,319
2025-03,C0181,442,327
2025-04,C0181,432,336
2025-05,C0181,478,369
2025-06,C0181,491,377
2025-07,C0181,445,352
2025-08,C0181,408,328
2025-09,C0181,468,350
2025-10,C0181,433,343
2025-11,C0181,142,107
2024-02,C0182,166,156
2024-03,C0182,497,405
2024-04,C0182,540,421
2024-05,C0182,540,410
2024-06,C0182,510,389
2024-07,C0182,563,446
2024-08,C0182,529,402
2024-09,C0182,556,423
2024-10,C0182,504,384
2024-11,C0182,525,394
2024-12,C0182,541,419
2025-01,C0182,583,433
2025-02,C0182,472,374
2025-03,C0182,540,418
2025-04,C0182,510,406
2025-05,C0182,494,391
2025-06,C0182,445,354
2025-07,C0182,597,441
2025-08,C0182,497,391
2025-09,C0182,539,423
2025-10,C0182,509,405
2025-11,C0182,144,111
2024-02,C0183,97,92
2024-03,C0183,301,252
2024-04,C0183,289,217
2024-05,C0183,326,248
2024-06,C0183,302,239
2024-07,C0183,280,223
2024-08,C0183,290,226
2024-09,C0183,257,212
2024-10,C0183,340,273
2024-11,C0183,308,235
2024-12,C0183,328,247
2025-01,C0183,313,243
2025-02,C0183,300,230
2025-03,C0183,301,227
2025-04,C0183,308,243
2025-05,C0183,310,242
2025-06,C0183,311,239
2025-07,C0183,313,239
2025-08,C0183,308,259
2025-09,C0183,300,233
2025-10,C0183,321,255
2025-11,C0183,130,103
2024-02,C0184,168,160
2024-03,C0184,476,409
2024-04,C0184,548,427
2024-05,C0184,537,426
2024-06,C0184,572,446
2024-07,C0184,610,468
2024-08,C0184,565,444
2024-09,C0184,575,440
2024-10,C0184,512,402
2024-11,C0184,518,396
2024-12,C0184,597,473
2025-01,C0184,589,456
2025-02,C0184,549,431
2025-03,C0184,594,433
2025-04,C0184,602,463
2025-05,C0184,524,413
2025-06,C0184,562,438
2025-07,C0184,533,411
2025-08,C0184,571,439
2025-09,C0184,560,428
2025-10,C0184,590,474
2025-11,C0184,160,125
2024-02,C0185,106,100
2024-03,C0185,362,306
2024-04,C0185,372,282
2024-05,C0185,370,293
2024-06,C0185,370,289
2024-07,C0185,351,278
2024-08,C0185,420,319
2024-09,C0185,442,322
2024-10,C0185,396,301
2024-11,C0185,370,281
2024-12,C0185,447,325
2025-01,C0185,395,304
2025-02,C0185,328,255
2025-03,C0185,368,282
2025-04,C0185,377,298
2025-05,C0185,432,320
2025-06,C0185,312,239
2025-07,C0185,440,331
2025-08,C0185,357,283
2025-09,C0185,384,312
2025-10,C0185,340,276
2025-11,C0185,135,103
2024-02,C0186,113,104
2024-03,C0186,431,359
2024-04,C0186,404,310
2024-05,C0186,382,303
2024-06,C0186,372,287
2024-07,C0186,355,280
2024-08,C0186,368,299
2024-09,C0186,356,280
2024-10,C0186,344,274
2024-11,C0186,345,271
2024-12,C0186,369,272
2025-01,C0186,394,311
2025-02,C0186,373,280
2025-03,C0186,371,298
2025-04,C0186,401,308
2025-05,C0186,368,299
2025-06,C0186,379,290
2025-07,C0186,384,301
2025-08,C0186,403,302
2025-09,C0186,376,288
2025-10,C0186,413,318
2025-11,C0186,97,79
2024-02,C0187,158,137
2024-03,C0187,439,359
2024-04,C0187,405,315
2024-05,C0187,466,356
2024-06,C0187,396,318
2024-07,C0187,473,358
2024-08,C0187,399,316
2024-09,C0187,397,314
2024-10,C0187,457,365
2024-11,C0187,403,319
2024-12,C0187,523,386
2025-01,C0187,420,328
2025-02,C0187,450,349
2025-03,C0187,456,343
2025-04,C0187,472,361
2025-05,C0187,427,330
2025-06,C0187,417,329
2025-07,C0187,478,368
2025-08,C0187,440,342
2025-09,C0187,383,311
2025-10,C0187,414,324
2025-11,C0187,146,109
2024-02,C0188,115,104
2024-03,C0188,338,276
2024-04,C0188,389,302
2024-05,C0188,400,321
2024-06,C0188,352,276
2024-07,C0188,395,304
2024-08,C0188,383,287
2024-09,C0188,405,322
2024-10,C0188,419,318
2024-11,C0188,398,304
2024-12,C0188,453,349
2025-01,C0188,373,297
2025-02,C0188,354,272
2025-03,C0188,371,290
2025-04,C0188,387,305
2025-05,C0188,370,287
2025-06,C0188,384,302
2025-07,C0188,436,329
2025-08,C0188,368,288
2025-09,C0188,370,297
2025-10,C0188,424,326
2025-11,C0188,120,89
2024-02,C0189,134,128
2024-03,C0189,532,428
2024-04,C0189,487,360
2024-05,C0189,477,383
2024-06,C0189,508,396
2024-07,C0189,459,344
2024-08,C0189,492,400
2024-09,C0189,538,417
2024-10,C0189,520,395
2024-11,C0189,575,440
2024-12,C0189,466,360
2025-01,C0189,494,376
2025-02,C0189,469,353
2025-03,C0189,464,369
2025-04,C0189,487,378
2025-05,C0189,495,387
2025-06,C0189,536,413
2025-07,C0189,550,431
2025-08,C0189,528,393
2025-09,C0189,460,351
2025-10,C0189,491,381
2025-11,C0189,116,90
2024-02,C0190,132,119
2024-03,C0190,389,329
2024-04,C0190,354,285
2024-05,C0190,400,302
2024-06,C0190,382,293
2024-07,C0190,395,307
2024-08,C0190,371,294
2024-09,C0190,376,293
2024-10,C0190,378,313
2024-11,C0190,359,276
2024-12,C0190,395,307
2025-01,C0190,403,317
2025-02,C0190,361,288
2025-03,C0190,373,295
2025-04,C0190,377,295
2025-05,C0190,429,327
2025-06,C0190,412,327
2025-07,C0190,388,305
2025-08,C0190,375,295
2025-09,C0190,366,286
2025-10,C0190,369,287
2025-11,C0190,109,78
2024-02,C0191,92,91
2024-03,C0191,359,275
2024-04,C0191,313,251
2024-05,C0191,335,248
2024-06,C0191,351,267
2024-07,C0191,337,264
2024-08,C0191,326,256
2024-09,C0191,340,264
2024-10,C0191,405,314
2024-11,C0191,307,246
2024-12,C0191,329,254
2025-01,C0191,333,256
2025-02,C0191,330,254
2025-03,C0191,355,273
2025-04,C0191,345,267
2025-05,C0191,346,273
2025-06,C0191,356,263
2025-07,C0191,308,236
2025-08,C0191,363,270
2025-09,C0191,323,249
2025-10,C0191,328,239
2025-11,C0191,93,71
2024-02,C0192,142,130
2024-03,C0192,330,258
2024-04,C0192,392,297
2024-05,C0192,383,282
2024-06,C0192,387,300
2024-07,C0192,368,278
2024-08,C0192,330,254
2024-09,C0192,328,253
2024-10,C0192,380,300
2024-11,C0192,352,272
2024-12,C0192,347,280
2025-01,C0192,392,318
2025-02,C0192,361,289
2025-03,C0192,334,264
2025-04,C0192,356,292
2025-05,C0192,380,295
2025-06,C0192,372,287
2025-07,C0192,409,316
2025-08,C0192,395,314
2025-09,C0192,293,236
2025-10,C0192,353,278
2025-11,C0192,113,84
2024-02,C0193,38945,36494
2024-03,C0193,112514,88325
2024-04,C0193,113777,86145
2024-05,C0193,112474,87939
2024-06,C0193,112861,85424
2024-07,C0193,116899,88948
2024-08,C0193,110565,86426
2024-09,C0193,116191,88977
2024-10,C0193,115761,87396
2024-11,C0193,116687,90649
2024-12,C0193,112183,86922
2025-01,C0193,116636,91328
2025-02,C0193,102656,78006
2025-03,C0193,121270,92944
2025-04,C0193,109358,85373
2025-05,C0193,120348,94058
2025-06,C0193,107146,83914
2025-07,C0193,111535,87264
2025-08,C0193,130873,101454
2025-09,C0193,109847,85781
2025-10,C0193,123484,89082
2025-11,C0193,32874,26037
2024-02,C0194,26920,25507
2024-03,C0194,83072,66350
2024-04,C0194,85481,65910
2024-05,C0194,91664,70364
2024-06,C0194,86507,67379
2024-07,C0194,80743,63151
2024-08,C0194,85292,66924
2024-09,C0194,86925,65569
2024-10,C0194,88576,67221
2024-11,C0194,81523,63462
2024-12,C0194,89218,70337
2025-01,C0194,85860,66878
2025-02,C0194,77888,59983
2025-03,C0194,98119,74896
2025-04,C0194,87592,66875
2025-05,C0194,89114,68579
2025-06,C0194,92604,70480
2025-07,C0194,90083,69864
2025-08,C0194,85056,67034
2025-09,C0194,84013,64224
2025-10,C0194,85388,65945
2025-11,C0194,26902,19722
2024-02,C0195,17319,16653
2024-03,C0195,59688,49627
2024-04,C0195,57360,44976
2024-05,C0195,64489,48111
2024-06,C0195,62394,48891
2024-07,C0195,58479,45268
2024-08,C0195,65627,49032
2024-09,C0195,56711,44565
2024-10,C0195,54427,47528
2024-11,C0195,49630,44881
2024-12,C0195,63387,52326
2025-01,C0195,54220,47193
2025-02,C0195,54658,43505
2025-03,C0195,63459,46788
2025-04,C0195,61635,47190
2025-05,C0195,62495,48833
2025-06,C0195,58821,46072
2025-07,C0195,59830,46787
2025-08,C0195,61298,48167
2025-09,C0195,63060,46781
2025-10,C0195,60722,47806
2025-11,C0195,17872,13736
2024-02,C0196,23599,22543
2024-03,C0196,85585,66124
2024-04,C0196,88557,68614
2024-05,C0196,85400,65965
2024-06,C0196,93499,69631
2024-07,C0196,88783,66202
2024-08,C0196,86430,67604
2024-09,C0196,91990,72063
2024-10,C0196,94070,71390
2024-11,C0196,86153,67172
2024-12,C0196,88034,68676
2025-01,C0196,90310,70935
2025-02,C0196,79343,62483
2025-03,C0196,91301,70273
2025-04,C0196,82088,64041
2025-05,C0196,84932,66074
2025-06,C0196,82708,65182
2025-07,C0196,84089,65382
2025-08,C0196,84260,65790
2025-09,C0196,87182,64919
2025-10,C0196,90261,67727
2025-11,C0196,26010,20567
2024-02,C0197,15334,14551
2024-03,C0197,55555,40522
2024-04,C0197,50470,43395
2024-05,C0197,45427,41139
2024-06,C0197,42722,40192
2024-07,C0197,43101,40962
2024-08,C0197,43066,40456
2024-09,C0197,43950,40360
2024-10,C0197,44925,39488
2024-11,C0197,44463,39780
2024-12,C0197,41970,39010
2025-01,C0197,43410,40328
2025-02,C0197,43078,39664
2025-03,C0197,43572,39752
2025-04,C0197,41097,38650
2025-05,C0197,44093,40534
2025-06,C0197,44854,42016
2025-07,C0197,50565,42403
2025-08,C0197,53774,42125
2025-09,C0197,54583,43169
2025-10,C0197,54632,42469
2025-11,C0197,14948,11855
2024-02,C0198,37001,35134
2024-03,C0198,115566,94536
2024-04,C0198,124840,95462
2024-05,C0198,138615,100626
2024-06,C0198,125852,97881
2024-07,C0198,129874,97750
2024-08,C0198,124161,97881
2024-09,C0198,123668,92979
2024-10,C0198,124542,95944
2024-11,C0198,124687,95799
2024-12,C0198,123430,96888
2025-01,C0198,132877,102094
2025-02,C0198,119846,94628
2025-03,C0198,132962,103343
2025-04,C0198,126470,96631
2025-05,C0198,123557,97653
2025-06,C0198,126425,97980
2025-07,C0198,123387,93594
2025-08,C0198,127861,97845
2025-09,C0198,121405,91356
2025-10,C0198,127556,100306
2025-11,C0198,37628,29308
2024-02,C0199,16852,15912
2024-03,C0199,53142,41552
2024-04,C0199,51072,39617
2024-05,C0199,52810,41223
2024-06,C0199,50732,39420
2024-07,C0199,51311,39513
2024-08,C0199,54534,42884
2024-09,C0199,50622,39619
2024-10,C0199,54955,41473
2024-11,C0199,55676,43267
2024-12,C0199,61240,47782
2025-01,C0199,55307,41693
2025-02,C0199,51388,38017
2025-03,C0199,53585,41653
2025-04,C0199,52310,40280
2025-05,C0199,53307,40568
2025-06,C0199,53763,41332
2025-07,C0199,52698,42252
2025-08,C0199,51336,41073
2025-09,C0199,51556,40853
2025-10,C0199,56883,43083
2025-11,C0199,14610,11543
2024-02,C0200,31234,25595
2024-03,C0200,86652,74187
2024-04,C0200,94577,74078
2024-05,C0200,97012,73657
2024-06,C0200,92420,72308
2024-07,C0200,100023,76092
2024-08,C0200,100184,78465
2024-09,C0200,98113,72347
2024-10,C0200,105007,82049
2024-11,C0200,99717,75483
2024-12,C0200,103042,80272
2025-01,C0200,98219,76915
2025-02,C0200,94339,69810
2025-03,C0200,98178,74182
2025-04,C0200,90629,70979
2025-05,C0200,95135,72807
2025-06,C0200,92057,72481
2025-07,C0200,101496,75938
2025-08,C0200,100833,79046
2025-09,C0200,107118,82846
2025-10,C0200,97120,76316
2025-11,C0200,26686,20654
2024-02,C0201,29561,28176
2024-03,C0201,96989,79521
2024-04,C0201,98236,77312
2024-05,C0201,100430,73324
2024-06,C0201,92425,72203
2024-07,C0201,102021,79526
2024-08,C0201,96537,74468
2024-09,C0201,94940,72242
2024-10,C0201,96851,75168
2024-11,C0201,101482,76771
2024-12,C0201,101017,75819
2025-01,C0201,102103,80247
2025-02,C0201,87598,68320
2025-03,C0201,96374,75333
2025-04,C0201,94725,74130
2025-05,C0201,110098,82232
2025-06,C0201,94153,72928
2025-07,C0201,96614,75381
2025-08,C0201,102538,78332
2025-09,C0201,103765,77558
2025-10,C0201,101279,79786
2025-11,C0201,27172,21289
2024-02,C0202,16435,15541
2024-03,C0202,50836,43447
2024-04,C0202,55195,43251
2024-05,C0202,54039,41951
2024-06,C0202,55266,43419
2024-07,C0202,54975,41632
2024-08,C0202,58895,45705
2024-09,C0202,53082,40387
2024-10,C0202,57576,43671
2024-11,C0202,58341,45074
2024-12,C0202,59662,45830
2025-01,C0202,55393,42307
2025-02,C0202,48724,38084
2025-03,C0202,54069,41372
2025-04,C0202,56530,41798
2025-05,C0202,53108,41483
2025-06,C0202,55586,43483
2025-07,C0202,56138,44055
2025-08,C0202,58699,45345
2025-09,C0202,53870,42326
2025-10,C0202,55748,42360
2025-11,C0202,15969,12468
2024-02,C0203,28008,26649
2024-03,C0203,91250,74519
2024-04,C0203,93006,70814
2024-05,C0203,97380,75467
2024-06,C0203,89454,70084
2024-07,C0203,93097,70792
2024-08,C0203,97923,76487
2024-09,C0203,94147,72792
2024-10,C0203,97967,77511
2024-11,C0203,89548,68918
2024-12,C0203,98657,77141
2025-01,C0203,95920,74522
2025-02,C0203,86045,67996
2025-03,C0203,90903,70921
2025-04,C0203,94049,69225
2025-05,C0203,98174,72532
2025-06,C0203,87485,68457
2025-07,C0203,93823,71540
2025-08,C0203,91266,70863
2025-09,C0203,90398,67898
2025-10,C0203,98718,74532
2025-11,C0203,25849,20390
2024-02,C0204,29512,28508
2024-03,C0204,104356,82132
2024-04,C0204,106525,79900
2024-05,C0204,117834,88752
2024-06,C0204,104902,81793
2024-07,C0204,120574,90135
2024-08,C0204,112274,84046
2024-09,C0204,111035,84713
2024-10,C0204,111232,86636
2024-11,C0204,106224,81318
2024-12,C0204,114771,87825
2025-01,C0204,107834,83547
2025-02,C0204,98540,76748
2025-03,C0204,113354,88153
2025-04,C0204,112474,87393
2025-05,C0204,115985,90055
2025-06,C0204,110635,85921
2025-07,C0204,109644,85684
2025-08,C0204,104465,81794
2025-09,C0204,105138,79443
2025-10,C0204,109875,84824
2025-11,C0204,29104,23224
2024-02,C0205,26333,25125
2024-03,C0205,99992,78172
2024-04,C0205,92144,71925
2024-05,C0205,96365,73708
2024-06,C0205,94518,72317
2024-07,C0205,94927,72299
2024-08,C0205,98681,76435
2024-09,C0205,92371,72113
2024-10,C0205,106102,80131
2024-11,C0205,90975,71442
2024-12,C0205,107311,78448
2025-01,C0205,95645,74059
2025-02,C0205,88682,69452
2025-03,C0205,97239,74716
2025-04,C0205,98303,75862
2025-05,C0205,100408,78757
2025-06,C0205,94797,73633
2025-07,C0205,99955,76705
2025-08,C0205,99856,75712
2025-09,C0205,95263,74353
2025-10,C0205,104823,77367
2025-11,C0205,33115,25881
2024-02,C0206,25641,24036
2024-03,C0206,92627,69822
2024-04,C0206,95722,71480
2024-05,C0206,94811,72874
2024-06,C0206,89815,70491
2024-07,C0206,101234,78618
2024-08,C0206,87518,69117
2024-09,C0206,91553,71279
2024-10,C0206,88016,68750
2024-11,C0206,87261,65764
2024-12,C0206,95027,74117
2025-01,C0206,92156,69728
2025-02,C0206,82661,63440
2025-03,C0206,98075,76318
2025-04,C0206,82722,65414
2025-05,C0206,95881,71720
2025-06,C0206,83491,65913
2025-07,C0206,96823,75002
2025-08,C0206,92059,71237
2025-09,C0206,99144,77705
2025-10,C0206,88118,68684
2025-11,C0206,30009,23918
2024-02,C0207,32551,30317
2024-03,C0207,100249,82283
2024-04,C0207,107328,81651
2024-05,C0207,108395,84878
2024-06,C0207,99803,78278
2024-07,C0207,110245,82846
2024-08,C0207,111809,86803
2024-09,C0207,109924,81142
2024-10,C0207,112193,87277
2024-11,C0207,103185,80508
2024-12,C0207,113706,87208
2025-01,C0207,108585,82397
2025-02,C0207,101170,79499
2025-03,C0207,110197,84678
2025-04,C0207,114718,87548
2025-05,C0207,109646,82925
2025-06,C0207,100655,79415
2025-07,C0207,125922,96777
2025-08,C0207,106442,83355
2025-09,C0207,104456,77851
2025-10,C0207,104900,81679
2025-11,C0207,28551,22725
2024-02,C0208,25157,23772
2024-03,C0208,98902,77651
2024-04,C0208,91019,70818
2024-05,C0208,92987,70707
2024-06,C0208,96054,74284
2024-07,C0208,96198,74264
2024-08,C0208,94167,72908
2024-09,C0208,88357,69607
2024-10,C0208,94000,69817
2024-11,C0208,93112,67342
2024-12,C0208,92705,69874
2025-01,C0208,93299,72126
2025-02,C0208,79009,61959
2025-03,C0208,87428,68283
2025-04,C0208,88928,68095
2025-05,C0208,92720,69791
2025-06,C0208,86916,66998
2025-07,C0208,92135,69466
2025-08,C0208,92569,71859
2025-09,C0208,86397,66519
2025-10,C0208,91336,70788
2025-11,C0208,25834,20296
2024-02,C0209,27750,26323
2024-03,C0209,94709,76435
2024-04,C0209,93883,71576
2024-05,C0209,96757,73039
2024-06,C0209,95758,70329
2024-07,C0209,99609,78502
2024-08,C0209,99882,77046
2024-09,C0209,88143,69193
2024-10,C0209,92405,69726
2024-11,C0209,89875,69972
2024-12,C0209,94931,74544
2025-01,C0209,96468,74995
2025-02,C0209,84145,65979
2025-03,C0209,99935,78568
2025-04,C0209,90302,69315
2025-05,C0209,97839,76156
2025-06,C0209,87619,68260
2025-07,C0209,91334,70815
2025-08,C0209,107703,79442
2025-09,C0209,91080,71408
2025-10,C0209,96004,71185
2025-11,C0209,27829,21743
2024-02,C0210,27392,25579
2024-03,C0210,79761,62952
2024-04,C0210,79787,61511
2024-05,C0210,83059,63404
2024-06,C0210,83903,62942
2024-07,C0210,84339,64850
2024-08,C0210,80687,63601
2024-09,C0210,82483,62998
2024-10,C0210,82599,64247
2024-11,C0210,87643,65546
2024-12,C0210,81839,63985
2025-01,C0210,84580,65993
2025-02,C0210,80206,61468
2025-03,C0210,80654,63183
2025-04,C0210,79975,62768
2025-05,C0210,84986,66541
2025-06,C0210,88949,69803
2025-07,C0210,84878,64419
2025-08,C0210,85304,65828
2025-09,C0210,87572,65905
2025-10,C0210,93457,69775
2025-11,C0210,29236,23142
2024-02,C0211,28097,26740
2024-03,C0211,95670,76489
2024-04,C0211,98379,74554
2024-05,C0211,101880,80200
2024-06,C0211,112487,80267
2024-07,C0211,101260,78652
2024-08,C0211,107820,84374
2024-09,C0211,98953,77408
2024-10,C0211,109510,84478
2024-11,C0211,94437,73259
2024-12,C0211,96704,75159
2025-01,C0211,99763,77633
2025-02,C0211,90789,70434
2025-03,C0211,100732,76681
2025-04,C0211,105524,81227
2025-05,C0211,103138,79424
2025-06,C0211,94040,73267
2025-07,C0211,97909,77336
2025-08,C0211,104551,78964
2025-09,C0211,105356,79966
2025-10,C0211,103911,79150
2025-11,C0211,27481,21693
2024-02,C0212,19200,18152
2024-03,C0212,55557,50349
2024-04,C0212,52565,47541
2024-05,C0212,72399,54006
2024-06,C0212,64189,50039
2024-07,C0212,69943,54726
2024-08,C0212,65480,51028
2024-09,C0212,66053,51763
2024-10,C0212,61258,47984
2024-11,C0212,68767,49606
2024-12,C0212,66228,51718
2025-01,C0212,64875,50665
2025-02,C0212,59477,46415
2025-03,C0212,69264,52441
2025-04,C0212,63589,48401
2025-05,C0212,69461,53110
2025-06,C0212,71160,55266
2025-07,C0212,67559,51331
2025-08,C0212,65413,51325
2025-09,C0212,66418,52267
2025-10,C0212,69594,51967
2025-11,C0212,19139,15095
2024-02,C0213,29658,27480
2024-03,C0213,104929,80683
2024-04,C0213,103782,78766
2024-05,C0213,115010,88426
2024-06,C0213,107736,81711
2024-07,C0213,100631,79509
2024-08,C0213,102060,79225
2024-09,C0213,99444,75922
2024-10,C0213,107768,79857
2024-11,C0213,101937,80231
2024-12,C0213,109861,84007
2025-01,C0213,99467,78056
2025-02,C0213,102952,81025
2025-03,C0213,99299,77679
2025-04,C0213,97882,76829
2025-05,C0213,106139,82894
2025-06,C0213,102832,77757
2025-07,C0213,101575,79328
2025-08,C0213,107073,80195
2025-09,C0213,99632,76058
2025-10,C0213,111415,86207
2025-11,C0213,28678,22726
2024-02,C0214,24016,20899
2024-03,C0214,75100,60030
2024-04,C0214,71971,55642
2024-05,C0214,74822,57595
2024-06,C0214,89346,68174
2024-07,C0214,75785,59224
2024-08,C0214,78218,60395
2024-09,C0214,72419,53883
2024-10,C0214,76447,56758
2024-11,C0214,73022,56803
2024-12,C0214,72850,57186
2025-01,C0214,75135,58086
2025-02,C0214,71337,55438
2025-03,C0214,74242,58095
2025-04,C0214,75042,58642
2025-05,C0214,75134,58891
2025-06,C0214,74925,59105
2025-07,C0214,75426,55908
2025-08,C0214,84761,65275
2025-09,C0214,80488,60742
2025-10,C0214,78146,61217
2025-11,C0214,21929,17048
2024-02,C0215,18354,17296
2024-03,C0215,61101,48755
2024-04,C0215,67579,52961
2024-05,C0215,62552,48758
2024-06,C0215,61008,48002
2024-07,C0215,57721,51461
2024-08,C0215,56958,51785
2024-09,C0215,56516,51314
2024-10,C0215,58265,48985
2024-11,C0215,49352,46870
2024-12,C0215,51458,48404
2025-01,C0215,53343,48039
2025-02,C0215,51721,47653
2025-03,C0215,52398,47419
2025-04,C0215,57882,45657
2025-05,C0215,65716,50887
2025-06,C0215,62659,48779
2025-07,C0215,62690,47957
2025-08,C0215,62073,48526
2025-09,C0215,59537,45253
2025-10,C0215,63340,49160
2025-11,C0215,19789,14189
2024-02,C0216,29999,26209
2024-03,C0216,93607,72964
2024-04,C0216,92764,69644
2024-05,C0216,94320,73681
2024-06,C0216,92630,72514
2024-07,C0216,92235,71655
2024-08,C0216,97325,73802
2024-09,C0216,94301,73188
2024-10,C0216,98576,76181
2024-11,C0216,95448,73933
2024-12,C0216,89129,70469
2025-01,C0216,98370,74359
2025-02,C0216,90984,68869
2025-03,C0216,92130,71103
2025-04,C0216,93874,73050
2025-05,C0216,90833,70527
2025-06,C0216,97187,72959
2025-07,C0216,96542,73752
2025-08,C0216,92483,72675
2025-09,C0216,96388,72308
